"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Tumor_AVG","Normal_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_Islands_Name","SNP_ID","SNP_DISTANCE"
"cg17738121",-0.292124160184083,0.558393919895636,-7.20553355613893,1.89677154901614e-08,5.93017907374968e-06,9.37650711201957,0.493477439854729,0.785601600038812,-0.292124160184083,"18",57169335,"F","II","CCBE1","Body","opensea","Body-opensea","","",""
"cg01752257",-0.451812860643541,0.509023818730666,-7.20501596850367,1.899700210034e-08,5.93541978083347e-06,9.37501398941741,0.408620960809879,0.86043382145342,-0.451812860643541,"15",34531718,"R","II","SLC12A6","Body","opensea","Body-opensea","","rs539618467","41"
"cg10417499",-0.314318734145457,0.418537411097531,-7.20491070009604,1.90029640805178e-08,5.93541978083347e-06,9.37471031089561,0.348688803509651,0.663007537655109,-0.314318734145458,"10",105275456,"F","II","NEURL1-AS1","Body","opensea","Body-opensea","","rs549979288;rs144718975","0;11"
"cg02601352",-0.229075717239857,0.563911729291797,-7.20243225838705,1.91438805630661e-08,5.96368787561494e-06,9.36756019357501,0.513006014349606,0.742081731589463,-0.229075717239857,"8",21640100,"F","II","GFRA2","Body","shore","Body-shore","chr8:21640161-21640365","",""
"cg05215525",-0.291115743141378,0.645714404695339,-7.20159753794052,1.91915774388413e-08,5.97578073474874e-06,9.3651519570578,0.581022017330589,0.872137760471967,-0.291115743141378,"8",80836065,"F","II","MRPS28","Body","opensea","Body-opensea","","rs373948822;rs117662955","1;19"
"cg01524269",-0.220050520808417,0.691419011670227,-7.2015110746389,1.91965249071649e-08,5.97578073474874e-06,9.36490249961471,0.642518895935024,0.862569416743441,-0.220050520808417,"22",29656376,"R","II","RHBDD3","Body","opensea","Body-opensea","","rs540862434;rs200627641","48;19"
"cg14315948",-0.359883368589865,0.603958249421429,-7.20078599841292,1.92380648312837e-08,5.98655613838752e-06,9.36281053612999,0.52398416751257,0.883867536102435,-0.359883368589866,"11",57552728,"R","II","TMX2-CTNND1","Body","opensea","Body-opensea","","rs544948229;rs554051597","2;1"
"cg22651463",-0.278111020783977,0.242356786609725,-7.20049863338547,1.92545532120939e-08,5.98953098130478e-06,9.36198142726271,0.180554337546619,0.458665358330597,-0.278111020783978,"2",191752067,"R","II","GLS","Body","opensea","Body-opensea","","",""
"cg06730285",-0.294773348456486,0.501559536245321,-7.19738558593824,1.94340907888642e-08,6.03289364954076e-06,9.35299912643127,0.436054347699435,0.730827696155921,-0.294773348456486,"5",139945107,"F","II","APBB3","TSS1500","shore","TSS1500-shore","chr5:139943835-139944477","rs559375188","3"
"cg19096389",-0.273603916453654,0.693886983950697,-7.19719718179381,1.94450106666042e-08,6.03289364954076e-06,9.35245548092961,0.633086113627663,0.906690030081316,-0.273603916453653,"17",48680468,"F","II","CACNA1G","Body","island","Body-island","chr17:48680336-48680555","rs375788455","30"
"cg07410412",-0.224279616822234,0.681505261167351,-7.19711490687356,1.94497812537105e-08,6.03289364954076e-06,9.35221807326178,0.631665346317965,0.8559449631402,-0.224279616822234,"1",48287762,"R","II","TRABD2B","Body","opensea","Body-opensea","","rs193220037","17"
"cg03147185",-0.298067177963296,0.370349380024772,-7.19356218490835,1.96569123208143e-08,6.08186555702399e-06,9.34196593801039,0.304112229366262,0.602179407329559,-0.298067177963296,"2",97008030,"F","II","NCAPH","Body","opensea","Body-opensea","","rs576025012;rs575468653","24;28"
"cg26620021",-0.30906981885383,0.563566387633133,-7.19177949097731,1.97616852836008e-08,6.0974639355454e-06,9.33682114653468,0.494884205665615,0.803954024519445,-0.30906981885383,"19",40788926,"R","II","MIR641","TSS1500","shore","TSS1500-shore","chr19:40790737-40791607","rs12985477","35"
"cg12058501",-0.310541507543051,0.610604454215604,-7.19174437690047,1.97637546732876e-08,6.0974639355454e-06,9.33671980554471,0.541595230317148,0.852136737860199,-0.310541507543051,"1",154680385,"F","II","KCNN3","3'UTR","opensea","3'UTR-opensea","","",""
"cg24687287",-0.282814559739431,0.445373959521727,-7.18924686906675,1.99115040538692e-08,6.13303758040618e-06,9.32951157444885,0.382526279579631,0.665340839319062,-0.282814559739431,"19",39189794,"F","II","ACTN4","Body","opensea","Body-opensea","","",""
"cg17482976",0.261563983968342,0.707489954395725,7.18919586861362,1.99145327730647e-08,6.13303758040618e-06,9.32936437237208,0.765615284166468,0.504051300198126,0.261563983968342,"13",45770316,"F","II","KCTD4","5'UTR","opensea","5'UTR-opensea","","rs138401416;rs555882346","19;51"
"cg04434442",-0.289195929480293,0.586070097083233,-7.1854410620772,2.01387994162834e-08,6.19768863517153e-06,9.3185262410225,0.521804334976501,0.811000264456794,-0.289195929480293,"12",65127880,"R","II","GNS","Body","opensea","Body-opensea","","rs57386149;rs17100619;rs143556307;rs369629782","36;30;13;4"
"cg22688137",-0.26421856556904,0.418342565599327,-7.18522767994054,2.01516206264065e-08,6.19942735815913e-06,9.3179102803604,0.359627328806207,0.623845894375247,-0.26421856556904,"1",218633498,"F","II","MIR548F3","Body","opensea","Body-opensea","","rs570917530","27"
"cg20387182",-0.314771397512966,0.522555427619458,-7.1844778017992,2.01967430030739e-08,6.20888962905239e-06,9.31574560675735,0.452606228172132,0.767377625685098,-0.314771397512966,"12",131834465,"R","II","LOC338797","Body","opensea","Body-opensea","","rs142972674;rs561491538","50;13"
"cg08834866",-0.316817789515383,0.603814396384979,-7.1839034949991,2.0231369740542e-08,6.21290631407721e-06,9.31408771930779,0.533410443159339,0.850228232674721,-0.316817789515383,"1",52210589,"F","II","OSBPL9","5'UTR","opensea","5'UTR-opensea","","rs538356149;rs150235592","18;32"
"cg23631777",-0.289893974305178,0.463061914390461,-7.18341432334188,2.02609107073859e-08,6.21919834856119e-06,9.31267557238222,0.398641031211532,0.688535005516711,-0.289893974305179,"5",39354238,"F","II","C9","Body","opensea","Body-opensea","","rs62358366","1"
"cg13783444",-0.232888528954307,0.238443189813212,-7.18332603085906,2.02662473109375e-08,6.21919834856119e-06,9.31242068613237,0.186690183378922,0.419578712333229,-0.232888528954307,"14",75536434,"R","II","FAM164C","1stExon","shore","1stExon-shore","chr14:75535825-75536376","rs565095946","41"
"cg20287649",-0.326616555016539,0.478898096129716,-7.18249983600374,2.03162533156402e-08,6.23012069484151e-06,9.31003555850673,0.406316639459374,0.732933194475913,-0.326616555016539,"15",79310441,"F","II","RASGRF1","Body","opensea","Body-opensea","","rs540903466;rs142515881","1;29"
"cg26682608",-0.29616457204347,0.688507112010554,-7.18194614478275,2.03498355909264e-08,6.23599467350082e-06,9.30843708104708,0.622692762667561,0.918857334711031,-0.29616457204347,"1",228113023,"F","II","WNT9A","Body","island","Body-island","chr1:228112950-228113215","rs8192629;rs8192628","23;50"
"cg11075127",0.271203417199934,0.57846269419758,7.1805846038409,2.04326539497667e-08,6.25451504094449e-06,9.30450626155891,0.63873012024201,0.367526703042076,0.271203417199934,"1",90369790,"F","II","LRRC8D","5'UTR","opensea","5'UTR-opensea","","rs142877042;rs188235339","23;44"
"cg22206104",-0.333809277338826,0.540370952163752,-7.18021257467868,2.04553425109028e-08,6.25478913253466e-06,9.3034321692441,0.466191112755124,0.80000039009395,-0.333809277338826,"17",16344518,"R","II","LRRC75A-AS1","Body","shore","Body-shore","chr17:16342504-16342897","rs555379772;rs113929295;rs575283889;rs141888599","44;39;34;11"
"cg21462844",-0.261007242951487,0.252713768503151,-7.18018541301264,2.04569999880978e-08,6.25478913253466e-06,9.30335374978447,0.194712158958376,0.455719401909863,-0.261007242951487,"8",67628165,"R","II","SGK3","5'UTR","shelf","5'UTR-shelf","chr8:67624608-67625424","rs573031339","40"
"cg21320638",-0.258226006934665,0.433384625131229,-7.17987682221587,2.04758405495853e-08,6.25686390121522e-06,9.30246280092196,0.376001068034636,0.634227074969302,-0.258226006934666,"5",111238231,"F","II","NREP","Body","opensea","Body-opensea","","rs71579167;rs190440076","23;51"
"cg18224474",0.306179205459338,0.479836167490857,7.17927898051543,2.0512390790845e-08,6.2658178153352e-06,9.30073671502804,0.547875990926265,0.241696785466927,0.306179205459338,"8",145037567,"F","II","PLEC","Body","opensea","Body-opensea","","rs76266162;rs11783655;rs577527184","1;6;26"
"cg23140149",-0.251761220241489,0.683910572701976,-7.17757186899239,2.06171216457717e-08,6.29336182225765e-06,9.29580776588438,0.627963634870534,0.879724855112023,-0.251761220241489,"19",38470550,"R","II","SIPA1L3","5'UTR","opensea","5'UTR-opensea","","rs7259601;rs530753972;rs552508421","48;23;2"
"cg11576302",-0.217538375778002,0.689974245806436,-7.17672091493126,2.06695290290212e-08,6.30046018392166e-06,9.29335070127028,0.641632384522436,0.859170760300438,-0.217538375778002,"4",128730615,"R","II","HSPA4L","Body","opensea","Body-opensea","","rs139351015;rs533312137;rs112539214","39;13;1"
"cg03112057",-0.250347598965282,0.613109124393084,-7.1756617671692,2.07349463814028e-08,6.31594649702107e-06,9.2902923986164,0.557476324623022,0.807823923588303,-0.250347598965281,"11",77739681,"F","II","NDUFC2-KCTD14","3'UTR","opensea","3'UTR-opensea","","rs559364478;rs528333322;rs192609506;rs10793272;rs539501491;rs549786245","1;6;9;32;37;46"
"cg04813211",-0.277422335266094,0.619045694832757,-7.1744793647742,2.08082235502784e-08,6.32489514051158e-06,9.28687807264805,0.557396286995847,0.834818622261941,-0.277422335266094,"9",130911555,"R","II","LCN2","TSS200","opensea","TSS200-opensea","","rs574675910","38"
"cg16870623",-0.301130192600099,0.446855537735005,-7.17401344485534,2.08371698591412e-08,6.33146744444722e-06,9.28553263817638,0.379937717157206,0.681067909757304,-0.301130192600099,"17",76195223,"F","II","AFMID","Body","opensea","Body-opensea","","rs543275801;rs556895682","1;39"
"cg23661948",-0.277144125792133,0.493379168997299,-7.17338178608119,2.08764780259187e-08,6.34118252043352e-06,9.28370856808508,0.431791585487936,0.708935711280069,-0.277144125792133,"14",85881838,"F","II","LINC00911","Body","opensea","Body-opensea","","",""
"cg24697099",0.215391756286645,0.519468631260905,7.17206690748634,2.09585434225382e-08,6.36163911457439e-06,9.27991141309783,0.567333465991271,0.351941709704625,0.215391756286645,"8",143421759,"R","II","TSNARE1","Body","opensea","Body-opensea","","rs57326510;rs60070950;rs145890310","21;8;1"
"cg02510809",-0.400854694997542,0.48890414236775,-7.17117174778453,2.10145993079572e-08,6.37417775626404e-06,9.2773262454338,0.399825321257185,0.800680016254728,-0.400854694997542,"12",71055822,"R","II","PTPRR","Body","opensea","Body-opensea","","rs75031829;rs558152778;rs148342321","38;2;1"
"cg17495555",0.224084075799852,0.547501990905298,7.17093931929886,2.10291789856884e-08,6.376362764308e-06,9.27665499363606,0.597298452194154,0.373214376394303,0.224084075799852,"3",141042988,"R","II","ZBTB38","TSS200","opensea","TSS200-opensea","","rs144868868","1"
"cg01033844",-0.302877828922584,0.528982202196705,-7.16883918870297,2.11613792367708e-08,6.3984934813901e-06,9.27058960295062,0.461676017991687,0.764553846914271,-0.302877828922584,"20",3780586,"R","II","CDC25B","TSS200","shelf","TSS200-shelf","chr20:3776618-3777374","rs544182915;rs562670313","51;1"
"cg23378736",-0.367293160965633,0.406482991789453,-7.16674042957826,2.12943318582613e-08,6.42520973269938e-06,9.26452776225226,0.324862289352646,0.692155450318279,-0.367293160965633,"1",23953785,"R","II","MDS2","TSS200","opensea","TSS200-opensea","","rs542788321;rs555915505","33;5"
"cg17193974",-0.277319256240338,0.601781924561738,-7.16616380414262,2.13310075778782e-08,6.43178611678343e-06,9.26286222456908,0.540155423174997,0.817474679415335,-0.277319256240338,"5",118664518,"F","II","TNFAIP8","5'UTR","opensea","5'UTR-opensea","","rs149043459","1"
"cg27643917",0.214499315200646,0.783443410854104,7.16548581641728,2.13742119748778e-08,6.43784581491722e-06,9.26090387018561,0.831109925343137,0.616610610142491,0.214499315200646,"15",85412373,"F","II","ALPK3","3'UTR","opensea","3'UTR-opensea","","rs529381681;rs77564042;rs562619106;rs1437033","31;33;40;44"
"cg23813542",-0.25863197653604,0.648636409951135,-7.16443643016995,2.14412578897582e-08,6.45377383110296e-06,9.25787265398612,0.59116263738757,0.849794613923611,-0.25863197653604,"2",38711518,"R","II","LOC101929596","Body","opensea","Body-opensea","","rs6716650","2"
"cg17062696",0.218218169136445,0.686857934795451,7.16400671049134,2.14687742050984e-08,6.45755927696053e-06,9.25663135289457,0.735350861270217,0.517132692133772,0.218218169136445,"6",111731931,"R","II","REV3L","Body","opensea","Body-opensea","","rs565643381;rs536207971;rs554560105","50;2;1"
"cg13417158",-0.31990873470842,0.525411296841901,-7.16338068249068,2.15089246110312e-08,6.46152840351593e-06,9.25482295897292,0.454320466906696,0.774229201615116,-0.31990873470842,"12",81241055,"R","II","LIN7A","Body","opensea","Body-opensea","","",""
"cg18398267",-0.285871209991451,0.505543029907274,-7.16207006739051,2.15932268978335e-08,6.47215815806209e-06,9.25103689464187,0.442016094353618,0.727887304345069,-0.285871209991451,"16",57079183,"F","II","NLRC5","Body","opensea","Body-opensea","","",""
"cg07664856",-0.322057036538534,0.558484512408493,-7.15979092094195,2.17406233559976e-08,6.5031244671508e-06,9.24445258666298,0.486916282066597,0.808973318605131,-0.322057036538534,"3",1134528,"F","II","CNTN6","TSS200","opensea","TSS200-opensea","","rs74460966;rs576262873;rs114372829","0;36;44"
"cg16886719",-0.237813427026925,0.689361666677248,-7.15877095863256,2.18069148975693e-08,6.51836393175229e-06,9.24150582465306,0.636514238449043,0.874327665475968,-0.237813427026925,"11",72994600,"F","II","P2RY6","5'UTR","opensea","5'UTR-opensea","","rs544862446;rs79912394","1;43"
"cg15285513",-0.318486138253872,0.519968247313373,-7.15807350750335,2.18523626154553e-08,6.52043608353356e-06,9.23949077058741,0.449193549923624,0.767679688177495,-0.318486138253872,"6",21200930,"F","II","CDKAL1","Body","opensea","Body-opensea","","rs543540259;rs562293347","0;37"
"cg23398478",-0.265230594201041,0.316313349474149,-7.15799718662029,2.18573416851394e-08,6.52043608353356e-06,9.2392702639304,0.257373217429474,0.522603811630515,-0.265230594201041,"12",53575373,"R","II","ZNF740","5'UTR","shore","5'UTR-shore","chr12:53574025-53575150","rs78413789;rs574925463","44;27"
"cg23449659",-0.278985458435224,0.535922777874938,-7.15774842107213,2.18735787640443e-08,6.52122347848894e-06,9.23855152557784,0.473926009333777,0.752911467769002,-0.278985458435225,"7",142583404,"F","II","TRPV6","1stExon","opensea","1stExon-opensea","","rs553859316","29"
"cg00135371",-0.235769135742267,0.683571951386326,-7.15748570507954,2.1890739624382e-08,6.52319893834231e-06,9.23779247509097,0.631178810110266,0.866947945852533,-0.235769135742267,"10",134403584,"F","II","INPP5A","Body","opensea","Body-opensea","","",""
"cg15020889",-0.221884401608612,0.395033956307505,-7.1571891194058,2.19101292269506e-08,6.52672700630773e-06,9.236935559152,0.345726311505591,0.567610713114203,-0.221884401608612,"7",123265521,"R","II","LOC102724555","TSS1500","opensea","TSS1500-opensea","","",""
"cg05973881",-0.254423428923735,0.592240642848293,-7.15562634600873,2.20125840782364e-08,6.54822109696376e-06,9.23242015091519,0.535702103087463,0.790125532011198,-0.254423428923735,"16",57653180,"F","II","ADGRG1","TSS1500","opensea","TSS1500-opensea","","",""
"cg03634775",-0.23151836910377,0.561838428329677,-7.15458503634653,2.20811204681408e-08,6.56634946219877e-06,9.22941131121838,0.510389901862172,0.741908270965942,-0.231518369103769,"16",30758831,"F","II","PHKG2","TSS1500","shore","TSS1500-shore","chr16:30759403-30760320","",""
"cg18172358",-0.23080375668479,0.50318623239939,-7.15313720961579,2.21767711145745e-08,6.58847901723286e-06,9.22522768312198,0.451896508691659,0.682700265376449,-0.23080375668479,"1",76734569,"R","II","ST6GALNAC3","Body","opensea","Body-opensea","","rs146902022","1"
"cg27243969",-0.282586047752918,0.557926115539355,-7.15112438805939,2.23104438850814e-08,6.61463913756853e-06,9.21941112826452,0.495129216038706,0.777715263791624,-0.282586047752918,"2",207535692,"R","II","DYTN","Body","opensea","Body-opensea","","rs78066421;rs567606716","30;10"
"cg01446219",-0.237223890368079,0.610016628592847,-7.1510187555471,2.23174814404469e-08,6.61463913756853e-06,9.21910586616288,0.557300208511052,0.794524098879131,-0.237223890368079,"3",133668563,"R","II","SLCO2A1","Body","opensea","Body-opensea","","rs9874493;rs570111338","26;10"
"cg24382141",-0.249237851793596,0.431759579519169,-7.15098059180352,2.2320024575041e-08,6.61463913756853e-06,9.21899557841979,0.376373390231703,0.625611242025299,-0.249237851793597,"16",67944348,"R","II","PSKH1","Body","shore","Body-shore","chr16:67942967-67943272","",""
"cg11941024",-0.299591084819846,0.60105874578771,-7.15045035190835,2.23553887095852e-08,6.62284902543531e-06,9.21746324726762,0.534482949161078,0.834074033980924,-0.299591084819846,"15",42463548,"R","II","VPS39","Body","opensea","Body-opensea","","",""
"cg02099988",-0.308521003066203,0.602540480731689,-7.14993865312926,2.23895699103746e-08,6.63070296065155e-06,9.21598447312005,0.533980257828088,0.842501260894292,-0.308521003066204,"9",92291355,"R","II","UNQ6494","Body","island","Body-island","chr9:92291268-92291524","",""
